ID,Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,Target
412,33, Private,118941, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
414,22,,213291, Assoc-acdm,12, Never-married,, Own-child, White, Male,0,0,25, United-States,0
415,42, Federal-gov,55457, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico,0
417,30, Private,446894, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,0
418,37, State-gov,67083, Some-college,10, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, Cambodia,0
420,52, Self-emp-inc,168539, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
421,65, Private,88145, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40,,0
422,33, Private,150309, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
424,24, Private,302195, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0
425,26, Private,210982, Assoc-voc,11, Separated, Adm-clerical, Unmarried, Black, Female,114,0,40, United-States,0
426,39, Private,177140, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,1
429,47, Private,104301, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States,0
432,21, Private,147280, HS-grad,9, Never-married, Other-service, Own-child, Other, Male,0,0,20, United-States,0
436,62, Self-emp-not-inc,71467, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
437,32, Private,183977, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,1
439,45, Self-emp-not-inc,196858, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
442,24, Private,102258, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
443,25, Private,196947, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
444,41, Self-emp-not-inc,233150, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
445,18, Private,42857, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
447,40, Private,169262, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,50, United-States,0
449,23, Private,161092, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
450,21, Private,345253, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Male,2174,0,40, United-States,0
451,37, State-gov,111275, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
452,65, Self-emp-not-inc,178878, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States,0
454,45, Private,155664, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,44, United-States,0
455,24, State-gov,322658, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
456,24, Private,208503, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States,0
457,19, Local-gov,223326, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,1721,35, United-States,0
459,24, Private,124751, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
460,34, Private,113364, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany,0
461,50, State-gov,196900, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,39, United-States,0
462,36, Private,168170, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico,0
465,45, State-gov,226452, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
466,32, State-gov,479179, 11th,7, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,0
469,32, Private,33117, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
470,19, Private,264876, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
471,19,,47235, Some-college,10, Never-married,, Own-child, White, Female,0,0,20, United-States,0
472,28, State-gov,293628, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,10,,0
473,28, Private,193122, HS-grad,9, Divorced, Sales, Other-relative, White, Male,0,0,50, United-States,0
475,21, Private,129172, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,2907,0,40, United-States,0
476,73, Self-emp-not-inc,151255, Some-college,10, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,75, United-States,0
478,25, Private,238673, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
479,31, Private,137991, Some-college,10, Married-AF-spouse, Sales, Wife, White, Female,0,0,20, United-States,0
480,51, Private,85942, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,32, United-States,0
481,39, Private,85783, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,28, United-States,0
482,31, Private,174789, Bachelors,13, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
483,21, Private,457162, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,17, United-States,0
485,73, Private,88594, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States,0
487,20, Private,273989, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
488,27, Private,370242, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States,0
490,20, Private,313817, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
491,39, Private,195843, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
494,33, Private,75435, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
496,55, Private,192869, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States,0
497,19, Private,124464, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
498,35, Private,98776, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0
500,62, State-gov,312286, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,0
502,39, Private,224541, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,55, Mexico,0
503,36, Local-gov,237713, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
504,41, Private,309990, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,33, United-States,0
505,39, Self-emp-not-inc,37019, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
506,38,,48976, HS-grad,9, Married-civ-spouse,, Wife, White, Female,0,1887,10, United-States,1
507,18, Private,170183, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,0
508,61, Private,142988, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States,1
509,20, Federal-gov,163205, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States,0
511,27, Private,104423, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
513,21, Private,542610, HS-grad,9, Never-married, Transport-moving, Other-relative, Black, Male,0,0,40, United-States,0
514,20, Private,208117, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,18, United-States,0
516,63, Private,156120, 5th-6th,3, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50,,0
517,20,,38455, HS-grad,9, Never-married,, Unmarried, White, Male,0,0,40, United-States,0
518,31, Private,213339, HS-grad,9, Separated, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
520,64, State-gov,107732, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, Columbia,0
521,32, Private,312403, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
522,30, Local-gov,176992, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
524,22, Private,143062, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States,0
525,53, Local-gov,139671, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
527,36, Private,37778, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
528,41, Self-emp-inc,240900, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
529,55, Private,202652, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States,0
531,28, Private,349751, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,2174,0,50, United-States,0
532,24, Local-gov,238384, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,37, United-States,0
533,60, Private,209844, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
534,54, Private,333301, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0
536,30, Private,113453, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States,0
537,54, Private,162238, HS-grad,9, Widowed, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0
541,55, Private,353881, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
544,22, Private,416165, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
547,48, Private,107231, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
549,21, Private,196816, Assoc-voc,11, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,50, United-States,0
550,37, Self-emp-not-inc,191342, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Philippines,1
551,18, Private,170194, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,25, United-States,0
552,26, Private,113587, 10th,6, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States,0
553,48, Self-emp-inc,72425, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
557,39, Self-emp-not-inc,199753, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States,0
559,54, Private,53833, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
560,21, Private,151158, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,0
561,43, Private,125577, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
562,32, Private,242323, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
565,26, Private,341672, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,60, India,0
566,35, Private,116369, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
568,25, Self-emp-not-inc,121285, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
569,58, Self-emp-not-inc,25124, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2377,65, United-States,0
570,32, Private,182274, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,37, United-States,0
571,28, Private,103548, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
573,53, Self-emp-not-inc,317313, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0
574,49, Private,177543, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,0
579,41, Private,198196, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
581,23, Private,325179, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
584,33, Private,479600, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
586,21, Private,448026, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,2907,0,30, United-States,0
587,36, Private,300333, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba,0
589,23, Private,202084, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
590,26, Private,29515, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
591,32, Private,247328, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico,0
594,18, Self-emp-inc,352640, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
595,49, Private,132576, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
597,38, Private,93140, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,28, United-States,0
598,50, Self-emp-inc,155965, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
599,51, Self-emp-inc,335902, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,55, United-States,0
600,22, Private,158522, Some-college,10, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States,0
601,54, Private,174806, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,1
602,37, Private,32207, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
603,31, Private,43607, Bachelors,13, Widowed, Adm-clerical, Unmarried, White, Male,0,0,60, United-States,0
604,67, State-gov,168224, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
605,43,,180318, 11th,7, Separated,, Other-relative, White, Male,0,0,40, United-States,0
607,30, Private,101562, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
608,32, Local-gov,267859, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Cuba,0
609,36, Private,86143, Assoc-voc,11, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
610,33, Local-gov,217304, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,0
611,37, Private,410034, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States,0
612,29, Private,293073, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,48, United-States,1
613,18,,39493, Some-college,10, Never-married,, Own-child, White, Male,0,0,30, United-States,0
614,26, Private,247425, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Haiti,0
